712 articles
+--------------------------------------+-------------+--------+---------------+---------------+
| Titlu                                |    Autor    |  Tip   | Numar versuri | Numar cuvinte |
| În spaima strălucită                 | Traian Dorz | poezie |       29      |      172      |
| Pot să văd cum altul are             | Traian Dorz | poezie |       19      |      154      |
| Tu nu ai pentru mine                 | Traian Dorz | poezie |       26      |      111      |
| Sunt câteodată...                    | Traian Dorz | poezie |       34      |      151      |
| Binecuvântează-i veşnic              | Traian Dorz | poezie |       19      |      129      |
| Tu eşti Dincolo...                   | Traian Dorz | poezie |       27      |       90      |
| Statornică-i blândeţea               | Traian Dorz | poezie |       19      |      113      |
| Când Tu mi-ai împlinit               | Traian Dorz | poezie |       29      |      137      |
| Dumnezeule-al Credinţei              | Traian Dorz | poezie |       26      |       98      |
| S-ascult numai acolo                 | Traian Dorz | poezie |       29      |      215      |
| Cei ce-odihnesc în Domnul            | Traian Dorz | poezie |       29      |      205      |
| Nu te-ntrista prea mult              | Traian Dorz | poezie |       27      |      125      |
| Să fie cât de lungă noaptea!         | Traian Dorz | poezie |       29      |      142      |
| Ne-am cununat                        | Traian Dorz | poezie |       31      |      147      |
| În ce loc sfânt?                     | Traian Dorz | poezie |       26      |      131      |
| De trei ori pe zi                    | Traian Dorz | poezie |       26      |      117      |
| Cu duhurile celor vrednici           | Traian Dorz | poezie |       31      |      110      |
| Tu Cel ce-ai Înviat                  | Traian Dorz | poezie |       24      |       86      |
| Sora noastră preaiubită              | Traian Dorz | poezie |       31      |       99      |
| Cei ce-au mărturisit                 | Traian Dorz | poezie |       29      |      116      |
| Nu este drept ca Tine                | Traian Dorz | poezie |       29      |      118      |
| Deşertăciuni şi vis                  | Traian Dorz | poezie |       30      |      115      |
| Fericit cel credincios               | Traian Dorz | poezie |       29      |       92      |
| Nici o desfătare-n lume              | Traian Dorz | poezie |       31      |      113      |
| Unde-i dezmierdarea lumii?           | Traian Dorz | poezie |       31      |      125      |
| Ce-i viaţa-n lume?                   | Traian Dorz | poezie |       31      |      120      |
| Mare plâns şi tânguieli              | Traian Dorz | poezie |       31      |      128      |
| Cât e de dulce-a Ta lumină!          | Traian Dorz | poezie |       31      |      142      |
| Nu plângeţi pe cel viu!              | Traian Dorz | poezie |       29      |      128      |
| O, ce lăcaş slăvit                   | Traian Dorz | poezie |       29      |       99      |
| Liniştită-i moartea...               | Traian Dorz | poezie |       29      |      152      |
| Plânge şi te tânguieşte!             | Traian Dorz | poezie |       29      |      113      |
| Fericită e nădejdea                  | Traian Dorz | poezie |       29      |      208      |
| Vai ce luptă-nfricoşată              | Traian Dorz | poezie |       24      |      166      |
| Ceata sfinţilor aflară               | Traian Dorz | poezie |       29      |       97      |
| Cu sfinţii odihneşte                 | Traian Dorz | poezie |       29      |      100      |
| Voi care-aveţi cuvinte               | Traian Dorz | poezie |       27      |      186      |
| Zică-ţi răii ce-o să-ţi zică         | Traian Dorz | poezie |       35      |      135      |
| Tot ce-i al Tău Isuse                | Traian Dorz | poezie |       24      |      168      |
| Toată viaţa mea Isuse                | Traian Dorz | poezie |       26      |      101      |
| Să nu uit!                           | Traian Dorz | poezie |       19      |      106      |
| Poţi să cânţi                        | Traian Dorz | poezie |       27      |      125      |
| Tu nici nu bănui                     | Traian Dorz | poezie |       33      |      128      |
| Tu singur trebuie să cauţi           | Traian Dorz | poezie |       26      |      119      |
| Iubire, numai tu                     | Traian Dorz | poezie |       28      |      109      |
| Adevărate binefaceri                 | Traian Dorz | poezie |       27      |       97      |
| Numai inima smerită                  | Traian Dorz | poezie |       17      |       86      |
| Ce scurtă-i noaptea mea              | Traian Dorz | poezie |       20      |      101      |
| O, după-a Ta iubire                  | Traian Dorz | poezie |       35      |      121      |
| Fiindcă sunt cu Tine                 | Traian Dorz | poezie |       20      |      143      |
| Când dragostea-mi zâmbeşte           | Traian Dorz | poezie |       27      |       88      |
| Tu care-mi umpli totul               | Traian Dorz | poezie |       32      |      118      |
| O, câtă mulţumire                    | Traian Dorz | poezie |       20      |      112      |
| O, nepătrunsă taină...               | Traian Dorz | poezie |       19      |      113      |
| Când sufletul mi se desfată          | Traian Dorz | poezie |       31      |      121      |
| Cred că de-aceea m-am născut         | Traian Dorz | poezie |       25      |      202      |
| Mai nainte de-a-mi fi ochii          | Traian Dorz | poezie |       32      |      131      |
| Care-i semnul?                       | Traian Dorz | poezie |       29      |       85      |
| Să nu ne pară rău!                   | Traian Dorz | poezie |       25      |      111      |
| Din clipa când                       | Traian Dorz | poezie |       29      |      138      |
| Fericiţi şi sfinţi cei care văd      | Traian Dorz | poezie |       27      |       86      |
| Isuse, strânge-mă puternic           | Traian Dorz | poezie |       26      |      111      |
| Mă apasă ca o piatră                 | Traian Dorz | poezie |       24      |      191      |
| Să ne dăruim iubirii                 | Traian Dorz | poezie |       35      |      129      |
| De ce taci lângă mine?               | Traian Dorz | poezie |       34      |      131      |
| Pentru Cine-aştepţi?                 | Traian Dorz | poezie |       22      |      121      |
| Toate porţile-s deschise             | Traian Dorz | poezie |       24      |       80      |
| Oricât de lungă-i noaptea            | Traian Dorz | poezie |       26      |       95      |
| O, noi am trăit Isuse                | Traian Dorz | poezie |       14      |      111      |
| Oricât mi-acopăr cerul               | Traian Dorz | poezie |       24      |       75      |
| Acum când noaptea pare               | Traian Dorz | poezie |       26      |       94      |
| Nu mă treziţi                        | Traian Dorz | poezie |       24      |       83      |
| De-aş face-un fir                    | Traian Dorz | poezie |       26      |      108      |
| Când Te-am întâlnit Isuse            | Traian Dorz | poezie |       20      |      161      |
| Cu cât mai mult                      | Traian Dorz | poezie |       32      |      128      |
| Iubire, pentru tine                  | Traian Dorz | poezie |       19      |      125      |
| Cântarea mea să fie                  | Traian Dorz | poezie |       14      |       82      |
| În ziua mea sunt stele               | Traian Dorz | poezie |       26      |      100      |
| Străjerule, soseşte...               | Traian Dorz | poezie |       24      |      172      |
| Nimic nu pot a spune                 | Traian Dorz | poezie |       34      |      110      |
| Nici o lacrimă cu Tine               | Traian Dorz | poezie |       19      |      147      |
| Nu-i pe lume pâine bună              | Traian Dorz | poezie |       29      |      102      |
| Ce plăcută-i ploaia                  | Traian Dorz | poezie |       35      |      106      |
| Tu eşti din vecie                    | Traian Dorz | poezie |       31      |       80      |
| Eu Ţi-s umbra mică                   | Traian Dorz | poezie |       31      |       96      |
| Sunt fericit, Stăpânul meu           | Traian Dorz | poezie |       22      |       95      |
| Nu pot să spun la nimeni             | Traian Dorz | poezie |       38      |      144      |
| Mai presus ca orice soare            | Traian Dorz | poezie |       19      |      101      |
| Când zace uneori răbdarea            | Traian Dorz | poezie |       29      |       91      |
| Mă sui din tristele adâncuri         | Traian Dorz | poezie |       29      |      107      |
| Să ştiu să tac                       | Traian Dorz | poezie |       31      |      155      |
| O, ce divin...                       | Traian Dorz | poezie |       26      |      126      |
| O, să nu mor                         | Traian Dorz | poezie |       35      |      126      |
| Aş vrea să-mi fie                    | Traian Dorz | poezie |       29      |      106      |
| De-ar curge toate                    | Traian Dorz | poezie |       31      |      148      |
| Frumseţe veşnică-a iubirii           | Traian Dorz | poezie |       31      |      119      |
| De-atâtea ori am auzit               | Traian Dorz | poezie |       29      |      103      |
| Mai repede Isuse                     | Traian Dorz | poezie |       35      |      108      |
| Nimic nu ne-ai pierdut               | Traian Dorz | poezie |       29      |      109      |
| Treci timpule mai iute               | Traian Dorz | poezie |       26      |       89      |
| Cântarea Revederii                   | Traian Dorz | poezie |       29      |       87      |
| O, de m-aş face-o iarbă              | Traian Dorz | poezie |       29      |      159      |
| Se duc pe rând Isuse                 | Traian Dorz | poezie |       35      |      116      |
| Să nu renunţ la luptă                | Traian Dorz | poezie |       33      |       94      |
| Să-L binecuvântezi pe Domnul         | Traian Dorz | poezie |       28      |      105      |
| Dacă vrei să ştii                    | Traian Dorz | poezie |       27      |      109      |
| Avem o-ncredere deplină              | Traian Dorz | poezie |       29      |      102      |
| Ce preţ înalt                        | Traian Dorz | poezie |       31      |      112      |
| Îmi voi sfârşi odată                 | Traian Dorz | poezie |       31      |      115      |
| Doamne, cum să nu-Ţi dăm?            | Traian Dorz | poezie |       30      |      113      |
| O, toate ne-amintesc...              | Traian Dorz | poezie |       34      |      132      |
| Isuse, Dumnezeul                     | Traian Dorz | poezie |       33      |      114      |
| Primeşte-ne cu bunătate              | Traian Dorz | poezie |       24      |      209      |
| Domnul nostru Preaiubit              | Traian Dorz | poezie |       26      |       92      |
| O, glasul Tău Isus Iubit             | Traian Dorz | poezie |       26      |      105      |
| Gată-te că vine!                     | Traian Dorz | poezie |       29      |       84      |
| Eu Doamne nu-s în mâna               | Traian Dorz | poezie |       23      |      102      |
| Să nu renunţi la ţintă               | Traian Dorz | poezie |       31      |      122      |
| Când îmi va veni                     | Traian Dorz | poezie |       29      |      108      |
| Eu ştiu că numai de la Tine          | Traian Dorz | poezie |       32      |      131      |
| Eu Te cunoscusem Doamne              | Traian Dorz | poezie |       29      |      107      |
| Tu m-ai găsit Isuse                  | Traian Dorz | poezie |       29      |      124      |
| Cum aş fi aflat eu Doamne?           | Traian Dorz | poezie |       29      |      102      |
| Îndepărtata mea iubire               | Traian Dorz | poezie |       26      |      104      |
| Dac-am fi avut pe lume               | Traian Dorz | poezie |       30      |      112      |
| Mai fă-mă Doamne-n stare             | Traian Dorz | poezie |       24      |       74      |
| Să-ntâmpin Veşnicia                  | Traian Dorz | poezie |       35      |      101      |
| Slavă pentru toate Ţie               | Traian Dorz | poezie |       32      |      109      |
| Cântarea Veşniciei                   | Traian Dorz | poezie |       25      |       76      |
| Tot corul Veşniciei                  | Traian Dorz | poezie |       28      |      140      |
| Isuse-al meu Preasfânt               | Traian Dorz | poezie |       31      |      104      |
| O, glasul meu cel veşnic             | Traian Dorz | poezie |       19      |      121      |
| Îmi simt arzând                      | Traian Dorz | poezie |       32      |      117      |
| Când n-am puteri                     | Traian Dorz | poezie |       29      |       79      |
| Tu-ai înţeles Isuse                  | Traian Dorz | poezie |       31      |      104      |
| E plânsul meu                        | Traian Dorz | poezie |       24      |      155      |
| Nu este moarte!                      | Traian Dorz | poezie |       26      |      118      |
| Iubirea Ta mi-e hrana                | Traian Dorz | poezie |       31      |      104      |
| Ce s-au făcut Isuse?                 | Traian Dorz | poezie |       31      |      120      |
| O, clipa rătăcirii                   | Traian Dorz | poezie |       24      |      148      |
| Noi toţi vom fi aduşi                | Traian Dorz | poezie |       29      |      122      |
| Eu n-am fost niciodată               | Traian Dorz | poezie |       24      |      172      |
| O, Sfânt Copil al Jertfei            | Traian Dorz | poezie |       26      |       96      |
| Să cadă solzii                       | Traian Dorz | poezie |       19      |      116      |
| De ce să-ţi muşti?                   | Traian Dorz | poezie |       31      |      142      |
| Afla-vei tu vreodată?                | Traian Dorz | poezie |       31      |      111      |
| În iadul cel de flăcări              | Traian Dorz | poezie |       26      |      103      |
| O, dragoste respinsă                 | Traian Dorz | poezie |       24      |      139      |
| O, ce puternic ne grăieşte           | Traian Dorz | poezie |       29      |      122      |
| O, bunuri trecătoare!                | Traian Dorz | poezie |       24      |      165      |
| Crucea-I Semnul Jertfei              | Traian Dorz | poezie |       26      |       62      |
| Doamne de-ar fi fost                 | Traian Dorz | poezie |       32      |      140      |
| Doamne, Tu ştii adevărul             | Traian Dorz | poezie |       31      |      115      |
| Acolo unde-i domn păcatul            | Traian Dorz | poezie |       26      |      108      |
| Pe toate drumurile noastre           | Traian Dorz | poezie |       28      |      108      |
| Lumina mea nestinsă                  | Traian Dorz | poezie |       31      |      100      |
| O, nopţilor ascunse...               | Traian Dorz | poezie |       19      |      121      |
| Tu cu cei ce sufăr                   | Traian Dorz | poezie |       34      |      114      |
| Tu-mi ceri smerit                    | Traian Dorz | poezie |       29      |      120      |
| Când Îţi spunem noi                  | Traian Dorz | poezie |       26      |       99      |
| Tu care-ai făcut                     | Traian Dorz | poezie |       28      |      115      |
| Cu Tine-am mers                      | Traian Dorz | poezie |       24      |       99      |
| Aici ne-ai pus!                      | Traian Dorz | poezie |       29      |      128      |
| O, dulce Duh al curăţiei             | Traian Dorz | poezie |       24      |      112      |
| O, toate-şi vor primi...             | Traian Dorz | poezie |       26      |      118      |
| Toţi pot cânta                       | Traian Dorz | poezie |       31      |       86      |
| S-a dus cu Sângele Iertării          | Traian Dorz | poezie |       29      |      102      |
| Isus, Tu care ne-ai făcut            | Traian Dorz | poezie |       26      |      104      |
| Curând îmi vei lua                   | Traian Dorz | poezie |       29      |      249      |
| La urma-urmei se alege               | Traian Dorz | poezie |       31      |      132      |
| E prea târziu să-ntorci              | Traian Dorz | poezie |       31      |      150      |
| Sunt, mi se pare, cel din urmă       | Traian Dorz | poezie |       24      |      184      |
| Cel drept n-ajunge                   | Traian Dorz | poezie |       19      |      137      |
| Eu n-am uitat                        | Traian Dorz | poezie |       29      |      183      |
| Vai de cei ce n-au acum              | Traian Dorz | poezie |       32      |      108      |
| Când ne gândim la tot                | Traian Dorz | poezie |       31      |      141      |
| Îşi pleacă trupul fruntea            | Traian Dorz | poezie |       35      |      122      |
| Isuse, când din nou                  | Traian Dorz | poezie |       32      |      131      |
| O, Betleem, o, Betleem...            | Traian Dorz | poezie |       29      |      194      |
| Dă tot ce eşti dator!                | Traian Dorz | poezie |       26      |      119      |
| Au înflorit măslinii                 | Traian Dorz | poezie |       35      |      106      |
| Când mărturia-i teamă                | Traian Dorz | poezie |       24      |       89      |
| Noi am aflat comoara                 | Traian Dorz | poezie |       19      |      120      |
| Spre Tine-mi duc                     | Traian Dorz | poezie |       24      |      121      |
| Isuse, numai Tu eşti                 | Traian Dorz | poezie |       29      |       99      |
| O, dragoste dintâi                   | Traian Dorz | poezie |       29      |      100      |
| Singurătăţi şi jertfe                | Traian Dorz | poezie |       25      |       93      |
| Dă-ţi mâna ta!                       | Traian Dorz | poezie |       24      |       94      |
| Biserică slăvită                     | Traian Dorz | poezie |       24      |      141      |
| Mereu mai Sus                        | Traian Dorz | poezie |       30      |      118      |
| Din câte rugăciuni, Isuse            | Traian Dorz | poezie |       26      |      111      |
| Căutând mereu                        | Traian Dorz | poezie |       26      |      110      |
| Să nu-mi simt datorie                | Traian Dorz | poezie |       19      |      125      |
| Nu te opri din drumul                | Traian Dorz | poezie |       31      |      116      |
| Ce minunate sunteţi                  | Traian Dorz | poezie |       35      |      123      |
| Ce dulce ne-a fost Doamne            | Traian Dorz | poezie |       31      |      110      |
| Până Domnul nu S-arată               | Traian Dorz | poezie |       27      |       84      |
| Să fi-avut o mie                     | Traian Dorz | poezie |       19      |      114      |
| O, cerească melodie                  | Traian Dorz | poezie |       27      |      104      |
| Cine umblă cu Hristos                | Traian Dorz | poezie |       24      |       79      |
| Când cel gol strigă                  | Traian Dorz | poezie |       24      |       95      |
| Mereu nainte                         | Traian Dorz | poezie |       24      |       96      |
| Dacă nu vreţi                        | Traian Dorz | poezie |       27      |      113      |
| Să nu cârteşti!                      | Traian Dorz | poezie |       29      |      108      |
| Numai pentru Tine                    | Traian Dorz | poezie |       32      |       96      |
| Cine-i fără de Hristos               | Traian Dorz | poezie |       27      |       98      |
| O, Sfânt Păstor                      | Traian Dorz | poezie |       27      |      140      |
| Curge-mi lacrima iubirii             | Traian Dorz | poezie |       29      |       74      |
| De la Tine vin Isuse                 | Traian Dorz | poezie |       28      |      101      |
| O, Tată Sfânt, - eu Ţi-am fost       | Traian Dorz | poezie |       29      |      126      |
| Să-mi iau crucea                     | Traian Dorz | poezie |       29      |      122      |
| Cu Tine vreau...                     | Traian Dorz | poezie |       27      |      103      |
| Nu pot trăi fără iubire              | Traian Dorz | poezie |       29      |      117      |
| Ce scurte sunt                       | Traian Dorz | poezie |       34      |      122      |
| Doamne, nouă ne-ai purtat            | Traian Dorz | poezie |       31      |      150      |
| Stăteai cu Mine                      | Traian Dorz | poezie |       29      |      134      |
| Isuse Dulce, fii-mi                  | Traian Dorz | poezie |       35      |      112      |
| Spune-mi inimă                       | Traian Dorz | poezie |       29      |      109      |
| Când voi sfârşi                      | Traian Dorz | poezie |       29      |       86      |
| Ce târziu am început                 | Traian Dorz | poezie |       29      |      101      |
| Cuvântul despărţirii                 | Traian Dorz | poezie |       24      |      155      |
| Dacă ai credinţă-adâncă              | Traian Dorz | poezie |       29      |      117      |
| Către faptele înalte                 | Traian Dorz | poezie |       29      |       94      |
| Doamne, inimii ajută-mi              | Traian Dorz | poezie |       29      |       94      |
| Te vom preamări-n vecie              | Traian Dorz | poezie |       29      |      114      |
| Dragoste Dumnezeiască                | Traian Dorz | poezie |       30      |      106      |
| Vom preamări                         | Traian Dorz | poezie |       22      |      106      |
| De câte ori am zis                   | Traian Dorz | poezie |       32      |      174      |
| Dac-am să pot...                     | Traian Dorz | poezie |       34      |      142      |
| Chiar când iubirea                   | Traian Dorz | poezie |       14      |       81      |
| Dulce Domnul meu                     | Traian Dorz | poezie |       32      |      127      |
| Nu-mi acoperiţi mormântul            | Traian Dorz | poezie |       29      |      213      |
| Mi-erai lângă portiţă                | Traian Dorz | poezie |       26      |      112      |
| Celor care n-au în totul             | Traian Dorz | poezie |       26      |       97      |
| Tot ce-am cântat cândva              | Traian Dorz | poezie |       29      |      132      |
| O, locul Tău                         | Traian Dorz | poezie |       34      |      137      |
| De lângă calea Ta Isuse              | Traian Dorz | poezie |       32      |      160      |
| Şi praful şi noroiul                 | Traian Dorz | poezie |       29      |       92      |
| Doamne, Domnul meu                   | Traian Dorz | poezie |       36      |      139      |
| Doamne, visurile mele                | Traian Dorz | poezie |       29      |      109      |
| Dac-am să Te uit                     | Traian Dorz | poezie |       34      |      117      |
| Dacă nu-s aici primejdii             | Traian Dorz | poezie |       24      |       83      |
| Îndatorat, Isuse Doamne              | Traian Dorz | poezie |       43      |      379      |
| Doamne-ai milă de iubire             | Traian Dorz | poezie |       29      |      111      |
| Celui ce-mi dă crinul                | Traian Dorz | poezie |       29      |       73      |
| Doamne, dacă nu-s păcate             | Traian Dorz | poezie |       29      |       96      |
| Prin mii de feluri                   | Traian Dorz | poezie |       23      |       94      |
| Cât de bogat eşti Tu...              | Traian Dorz | poezie |       29      |      135      |
| Ce bine e cu Tine                    | Traian Dorz | poezie |       32      |      129      |
| Ne-a nins peste trecut               | Traian Dorz | poezie |       29      |      103      |
| Poţi răsuci Cuvântul                 | Traian Dorz | poezie |       26      |       92      |
| Suim plângând adesea...              | Traian Dorz | poezie |       19      |      130      |
| Isuse, când vin dinspre Tine         | Traian Dorz | poezie |       24      |       99      |
| O, Dumnezeule-al Iubirii             | Traian Dorz | poezie |       29      |      118      |
| O, frate lucrător                    | Traian Dorz | poezie |       26      |      124      |
| Să retrăim minunea                   | Traian Dorz | poezie |       24      |      138      |
| Isus, de când Te ştiu...             | Traian Dorz | poezie |       29      |      125      |
| Te-ai dus Isus, - şi-ndată           | Traian Dorz | poezie |       31      |      131      |
| Doamne, dă-mi credinţei              | Traian Dorz | poezie |       29      |       98      |
| Celui cu viaţa grea                  | Traian Dorz | poezie |       24      |       90      |
| Doamne, să nu-mi ţin                 | Traian Dorz | poezie |       26      |      119      |
| Eu n-am avut frumos Isuse            | Traian Dorz | poezie |       28      |      125      |
| Doamne, dintre câte jertfe           | Traian Dorz | poezie |       29      |      186      |
| Celui Nevăzut                        | Traian Dorz | poezie |       29      |       66      |
| O, dulce Duh al Curăţiei ce          | Traian Dorz | poezie |       29      |      132      |
| Dacă ne-am certat pe cale            | Traian Dorz | poezie |       29      |       92      |
| Dă-i rugăciunii mele                 | Traian Dorz | poezie |       29      |       94      |
| Iubire, haidem împreună              | Traian Dorz | poezie |       29      |      133      |
| Ridică-te, tu cel din groapă!        | Traian Dorz | poezie |       29      |      140      |
| Cum n-am putut gândi                 | Traian Dorz | poezie |       21      |       76      |
| Cu-atâta grijă                       | Traian Dorz | poezie |       29      |      111      |
| Ţi-aş fi vrut Simone                 | Traian Dorz | poezie |       29      |      116      |
| O, tare dor - mai pot...             | Traian Dorz | poezie |       26      |      118      |
| Dulce Domnul meu Isuse               | Traian Dorz | poezie |       31      |      114      |
| Tot ce-am cântat Isuse               | Traian Dorz | poezie |       29      |      118      |
| Tu care ştii ce jertfă               | Traian Dorz | poezie |       29      |      104      |
| Fiecare cade singur                  | Traian Dorz | poezie |       31      |       98      |
| Minunat Isuse...                     | Traian Dorz | poezie |       22      |      106      |
| Isuse, pentru cele două              | Traian Dorz | poezie |       35      |      157      |
| Acum slobozi în pace...              | Traian Dorz | poezie |       24      |      158      |
| Părinte-al Veşniciei                 | Traian Dorz | poezie |       19      |      122      |
| O Domnul Păcii, slavă                | Traian Dorz | poezie |       29      |       80      |
| Dumnezeul nostru Tare                | Traian Dorz | poezie |       32      |      101      |
| Sfântă Maică, Sfânt Copil            | Traian Dorz | poezie |       32      |       80      |
| Cine vine, cine?                     | Traian Dorz | poezie |       37      |       85      |
| Vine Fiul Sfântului                  | Traian Dorz | poezie |       34      |       73      |
| Sfântul Copilaş                      | Traian Dorz | poezie |       36      |      117      |
| Vine Domnul Călător                  | Traian Dorz | poezie |       41      |      167      |
| În fiecare zi Te laud                | Traian Dorz | poezie |       33      |      121      |
| Mă înconjur cu darurile Tale         | Traian Dorz | poezie |       23      |      115      |
| O, dragoste cerească                 | Traian Dorz | poezie |       19      |      131      |
| Cum va fi Acolo?                     | Traian Dorz | poezie |       31      |       95      |
| Nu te ruşina de lacrimi              | Traian Dorz | poezie |       26      |      122      |
