592 articles
+-------------------------------------+-------------+--------+---------------+---------------+
| Titlu                               |    Autor    |  Tip   | Numar versuri | Numar cuvinte |
| O, noi ne-am bizuit                 | Traian Dorz | poezie |       29      |      108      |
| O, floare a frumoasei Lucrări       | Traian Dorz | poezie |       41      |      228      |
| Faţa Ta Isuse                       | Traian Dorz | poezie |       19      |       94      |
| Îndură-Te o Doamne                  | Traian Dorz | poezie |       29      |      111      |
| Adeseori ispite grele               | Traian Dorz | poezie |       24      |       84      |
| Ca un ascuns mărgăritar             | Traian Dorz | poezie |       24      |       94      |
| Har şi lumină                       | Traian Dorz | poezie |       19      |       77      |
| Tu ştii la ce necazuri              | Traian Dorz | poezie |       24      |      107      |
| Când ne-ai lăsat                    | Traian Dorz | poezie |       24      |       91      |
| S-a-ntipărit durerea                | Traian Dorz | poezie |       14      |       85      |
| Ce strâmt e locul unde              | Traian Dorz | poezie |       19      |      124      |
| Nedespărţitul meu Prieten           | Traian Dorz | poezie |       38      |      160      |
| N-am fost                           | Traian Dorz | poezie |       14      |      107      |
| Măreţ Biruitor Isus                 | Traian Dorz | poezie |       25      |       87      |
| În veci noi n-am vedea              | Traian Dorz | poezie |       34      |      143      |
| Suind din nou                       | Traian Dorz | poezie |       38      |      198      |
| Pacea Crucii Tale                   | Traian Dorz | poezie |       34      |       95      |
| Crucea-I Ascultarea                 | Traian Dorz | poezie |       28      |      117      |
| Iubirea Ta înveşnicită              | Traian Dorz | poezie |       19      |       68      |
| Nu-i Crucea mit...                  | Traian Dorz | poezie |       31      |       86      |
| Eu ştiu ce vrei                     | Traian Dorz | poezie |       19      |       81      |
| O Tată Sfânt al Zilei               | Traian Dorz | poezie |       24      |      147      |
| Cum strânge rădăcina                | Traian Dorz | poezie |       14      |       63      |
| Spre Golgota                        | Traian Dorz | poezie |       14      |       38      |
| O Tatăl Bunătăţii                   | Traian Dorz | poezie |       14      |       92      |
| S-apropie Lumina                    | Traian Dorz | poezie |       29      |       87      |
| Frumos e Viitorul                   | Traian Dorz | poezie |       19      |      113      |
| Doamne, Te binecuvântăm             | Traian Dorz | poezie |       19      |       67      |
| Cât de străin îmi e                 | Traian Dorz | poezie |       19      |       77      |
| Voi cei chemaţi                     | Traian Dorz | poezie |       34      |      190      |
| Din cea mai adâncă                  | Traian Dorz | poezie |       14      |       81      |
| Când simt că s-apropie              | Traian Dorz | poezie |       24      |      103      |
| Azi nu mă-ntorc                     | Traian Dorz | poezie |       9       |       38      |
| Nu priviţi la suferinţa             | Traian Dorz | poezie |       34      |      118      |
| Te rog ia-mi Doamne                 | Traian Dorz | poezie |       24      |       95      |
| Frânge noaptea asta!                | Traian Dorz | poezie |       20      |       63      |
| Rugămu-Te Isuse                     | Traian Dorz | poezie |       14      |       64      |
| Ia aminte Doamne                    | Traian Dorz | poezie |       48      |      126      |
| O Dumnezeule Slăvit                 | Traian Dorz | poezie |       17      |       72      |
| Acolo de unde                       | Traian Dorz | poezie |       34      |      148      |
| La hotar de an trecut               | Traian Dorz | poezie |       39      |      110      |
| O inimă de bunătate                 | Traian Dorz | poezie |       19      |       96      |
| Doamne, Tu-n necazuri               | Traian Dorz | poezie |       35      |       98      |
| Doamne, Dumnezeul meu, iar mi-e     | Traian Dorz | poezie |       26      |      109      |
| Toată slava pentru Tatăl            | Traian Dorz | poezie |       26      |       93      |
| O Doamne, ai milă                   | Traian Dorz | poezie |       39      |      186      |
| Dac-ar fi să iau Isuse              | Traian Dorz | poezie |       39      |      150      |
| Abia vă văd de lacrimi              | Traian Dorz | poezie |       16      |       95      |
| Făclie pentru paşii mei             | Traian Dorz | poezie |       24      |       76      |
| Maica Domnului Isus                 | Traian Dorz | poezie |       24      |       65      |
| Grâu curat                          | Traian Dorz | poezie |       25      |      120      |
| O, nu priveliştea-i                 | Traian Dorz | poezie |       19      |       88      |
| Atotputernic Dumnezeu               | Traian Dorz | poezie |       24      |       82      |
| O Maica Jertfei Salvatoare          | Traian Dorz | poezie |       24      |       96      |
| Plecăciune ţie                      | Traian Dorz | poezie |       34      |      129      |
| Ai milă Tu                          | Traian Dorz | poezie |       55      |      236      |
| Pe la geamul îngheţat               | Traian Dorz | poezie |       34      |       98      |
| Cântările Naşterii                  | Traian Dorz | poezie |      168      |      790      |
| Şi iar se-ntoarce Taina...          | Traian Dorz | poezie |       19      |       55      |
| O Sfânt Colind                      | Traian Dorz | poezie |       31      |      100      |
| N-am privit la crinii               | Traian Dorz | poezie |       14      |       77      |
| Cum crinii                          | Traian Dorz | poezie |       34      |       98      |
| Pe cărarea mântuirii                | Traian Dorz | poezie |       24      |       83      |
| Mărit fii Tu Cel care dai           | Traian Dorz | poezie |       24      |       97      |
| Unde eşti?                          | Traian Dorz | poezie |       17      |      110      |
| Deschid a nu ştiu câta oară         | Traian Dorz | poezie |       24      |      104      |
| După focul ce-a trecut              | Traian Dorz | poezie |       27      |      102      |
| Doamne, nu sunt vrednic             | Traian Dorz | poezie |       24      |      130      |
| De ziua ta!                         | Traian Dorz | poezie |       35      |      117      |
| Mergeam, cum spre Emaus...          | Traian Dorz | poezie |       15      |       85      |
| Fă-ţi timp!                         | Traian Dorz | poezie |       28      |      226      |
| De-aş putea să-ntorc...             | Traian Dorz | poezie |       24      |      187      |
| În Templul Credinţei                | Traian Dorz | poezie |       24      |       91      |
| De ce nainte de-ncercare?           | Traian Dorz | poezie |       25      |      103      |
| E Noaptea Învierii                  | Traian Dorz | poezie |       21      |      104      |
| Poate fi-nfrunzită lunca            | Traian Dorz | poezie |       19      |      122      |
| E toamna mea aproape                | Traian Dorz | poezie |       27      |      193      |
| Viorile pădurii                     | Traian Dorz | poezie |       15      |       82      |
| Din Tată fără Mamă                  | Traian Dorz | poezie |       14      |       93      |
| Cât am pierdut!...                  | Traian Dorz | poezie |       39      |      158      |
| La pomul Cunoştinţei                | Traian Dorz | poezie |       25      |      182      |
| V-am cercetat                       | Traian Dorz | poezie |       29      |      111      |
| Cu pâinea mea                       | Traian Dorz | poezie |       35      |      156      |
| Argilă şi cernoziom                 | Traian Dorz | poezie |       32      |      156      |
| Au trecut demult                    | Traian Dorz | poezie |       17      |      117      |
| Nu ne lăsa                          | Traian Dorz | poezie |       34      |      117      |
| Tinere păduri                       | Traian Dorz | poezie |       34      |      111      |
| O, morţi rămaşi...                  | Traian Dorz | poezie |       19      |      120      |
| Puterea rădăcinii                   | Traian Dorz | poezie |       22      |      135      |
| De unde ai în tine?                 | Traian Dorz | poezie |       24      |      144      |
| Purtătoarele Luminii                | Traian Dorz | poezie |       28      |      127      |
| Nicicând nu se va stinge            | Traian Dorz | poezie |       24      |      160      |
| Grăbiţi-vă să creşteţi!             | Traian Dorz | poezie |       24      |      131      |
| Vă chem                             | Traian Dorz | poezie |       15      |       83      |
| Viitoare valuri                     | Traian Dorz | poezie |       14      |       75      |
| Nu-i mai neagră noapte              | Traian Dorz | poezie |       19      |       69      |
| Nainte de a fi ce suntem            | Traian Dorz | poezie |       19      |       80      |
| Mergi fiul meu în pace              | Traian Dorz | poezie |       34      |      185      |
| O, azi...                           | Traian Dorz | poezie |       17      |       79      |
| Ce-ai semănat                       | Traian Dorz | poezie |       34      |      110      |
| Începutul şi Sfârşitul              | Traian Dorz | poezie |       34      |      119      |
| Preasfântă Născătoare               | Traian Dorz | poezie |       14      |       88      |
| Cântările Învierii                  | Traian Dorz | poezie |      212      |      738      |
| Ochii tăi...                        | Traian Dorz | poezie |       34      |      161      |
| Nu eşti învins!                     | Traian Dorz | poezie |       34      |      158      |
| Taina Crucii                        | Traian Dorz | poezie |      104      |      415      |
| Ce dulci sunt două vorbe            | Traian Dorz | poezie |       24      |      107      |
| Au trecut ca norii anii             | Traian Dorz | poezie |       24      |       88      |
| Suflete ce cauţi                    | Traian Dorz | poezie |       27      |       85      |
| În Gheţimani                        | Traian Dorz | poezie |       19      |       65      |
| Fii binecuvântată ziua              | Traian Dorz | poezie |       19      |       69      |
| Tu nu-ţi dai încă seama             | Traian Dorz | poezie |       26      |      160      |
| Cât e din pământ                    | Traian Dorz | poezie |       24      |      103      |
| Tot mai puţini suntem               | Traian Dorz | poezie |       24      |      122      |
| Spre ce-ţi ţinteşte gândul?         | Traian Dorz | poezie |       18      |      118      |
| La ceasul pocăinţei                 | Traian Dorz | poezie |       34      |      217      |
| Napoia mea satano!                  | Traian Dorz | poezie |       19      |      120      |
| De unde mi-aţi ieşit?               | Traian Dorz | poezie |       24      |       96      |
| Caut să-mi refac                    | Traian Dorz | poezie |       13      |       55      |
| Rugăciune amară                     | Traian Dorz | poezie |       33      |      182      |
| Nu-ţi spune mai mult                | Traian Dorz | poezie |       19      |       92      |
| Deşi m-au înşelat                   | Traian Dorz | poezie |       19      |       90      |
| Eu nu mă tem de moarte - prin apele | Traian Dorz | poezie |       24      |      167      |
| Iubire de-Adevăr                    | Traian Dorz | poezie |       24      |       99      |
| O, rugăciune, apă lină              | Traian Dorz | poezie |       24      |       95      |
| Când nu mai vezi                    | Traian Dorz | poezie |       29      |      108      |
| De ce te zbaţi zadarnic?            | Traian Dorz | poezie |       29      |      192      |
| Adevărul, Legea Firii               | Traian Dorz | poezie |       14      |       40      |
| Ce rod amar                         | Traian Dorz | poezie |       14      |       59      |
| Cutează şi priveşte                 | Traian Dorz | poezie |       29      |      173      |
| De vrei s-ajungi limanul            | Traian Dorz | poezie |       17      |       93      |
| Avut-am voie                        | Traian Dorz | poezie |       29      |      126      |
| Acolo m-a aflat Lumina              | Traian Dorz | poezie |       29      |       97      |
| E mărturie tot ce văd               | Traian Dorz | poezie |       17      |      136      |
| Înţelepciune, Maică Sfântă          | Traian Dorz | poezie |       39      |      155      |
| O Duh Preasfânt                     | Traian Dorz | poezie |       24      |       83      |
| Nimic nu-i vrednic                  | Traian Dorz | poezie |       9       |       34      |
| Cred Într-Unul Dumnezeu             | Traian Dorz | poezie |       19      |      107      |
| Nu predicaţi poveşti                | Traian Dorz | poezie |       24      |       92      |
| O, de-aş putea din tot              | Traian Dorz | poezie |       19      |       88      |
| Doresc să-Ţi fiu Isuse              | Traian Dorz | poezie |       39      |      107      |
| Zburaţi cântări!                    | Traian Dorz | poezie |       43      |      126      |
| Împrăştie frumseţea                 | Traian Dorz | poezie |       19      |       98      |
| Care-i alt dumnezeu mare?           | Traian Dorz | poezie |       74      |      377      |
| Roadele cântării mele               | Traian Dorz | poezie |       29      |      102      |
| Cântarea Roadelor                   | Traian Dorz | poezie |       43      |      249      |
| Şarpele                             | Traian Dorz | poezie |       32      |      148      |
| Gândul                              | Traian Dorz | poezie |       10      |       54      |
| Amintirile                          | Traian Dorz | poezie |       14      |       97      |
| Trimişii                            | Traian Dorz | poezie |       33      |      232      |
| Nădejde                             | Traian Dorz | poezie |       19      |       86      |
| Vântul                              | Traian Dorz | poezie |       18      |      114      |
| Călător                             | Traian Dorz | poezie |       53      |      327      |
| Stelele                             | Traian Dorz | poezie |       28      |      152      |
| Cuvântul                            | Traian Dorz | poezie |       22      |      134      |
| Iubirea                             | Traian Dorz | poezie |       27      |      118      |
| Frumuseţe                           | Traian Dorz | poezie |       61      |      279      |
| Pământ                              | Traian Dorz | poezie |       14      |      102      |
| Chipul                              | Traian Dorz | poezie |       17      |      103      |
| Nimic nu s-a-ntâmplat nici astăzi   | Traian Dorz | poezie |       35      |      212      |
| Oriunde! - mi-e totuna              | Traian Dorz | poezie |       22      |      121      |
| Încredere                           | Traian Dorz | poezie |       21      |      149      |
| Comori                              | Traian Dorz | poezie |       24      |      139      |
| Soare - venit-a                     | Traian Dorz | poezie |       15      |       88      |
| Îndurare                            | Traian Dorz | poezie |       44      |      225      |
| Lumina - o Doamne                   | Traian Dorz | poezie |       22      |      115      |
| Plată                               | Traian Dorz | poezie |       51      |      230      |
| Unire                               | Traian Dorz | poezie |       75      |      366      |
| Fluturaş                            | Traian Dorz | poezie |       22      |      101      |
| Adevăr                              | Traian Dorz | poezie |       67      |      332      |
| Bucurie                             | Traian Dorz | poezie |       25      |      145      |
| Sfinţenie                           | Traian Dorz | poezie |       17      |      111      |
| Dorinţă                             | Traian Dorz | poezie |       52      |      308      |
| Plăceri                             | Traian Dorz | poezie |       42      |      247      |
| Casă                                | Traian Dorz | poezie |       41      |      226      |
| Cunoaşterea                         | Traian Dorz | poezie |       17      |       88      |
| Oameni                              | Traian Dorz | poezie |       24      |      120      |
| Minciuna                            | Traian Dorz | poezie |       40      |      182      |
| Singur - în a lui carte-a           | Traian Dorz | poezie |       58      |      283      |
| Cunoscut!                           | Traian Dorz | poezie |       53      |      262      |
| Făţarnicul                          | Traian Dorz | poezie |      116      |      639      |
| Împreună                            | Traian Dorz | poezie |       20      |       95      |
| Cântăreţul                          | Traian Dorz | poezie |       41      |      232      |
| Frică                               | Traian Dorz | poezie |       31      |      150      |
| Vestire                             | Traian Dorz | poezie |       39      |      195      |
| Prietenie                           | Traian Dorz | poezie |       40      |      211      |
| Răul                                | Traian Dorz | poezie |       96      |      491      |
| Binele                              | Traian Dorz | poezie |       41      |      229      |
| Nimicuri                            | Traian Dorz | poezie |       53      |      298      |
| Libertate                           | Traian Dorz | poezie |       48      |      239      |
| Ispitele                            | Traian Dorz | poezie |       91      |      483      |
| Păstor                              | Traian Dorz | poezie |       35      |      156      |
| Chemări                             | Traian Dorz | poezie |       51      |      263      |
| Uşurătate                           | Traian Dorz | poezie |       67      |      292      |
| Ascultarea                          | Traian Dorz | poezie |       48      |      263      |
| Babel                               | Traian Dorz | poezie |       74      |      325      |
| Lemne...                            | Traian Dorz | poezie |       11      |       46      |
| Naşterea din nou                    | Traian Dorz | poezie |       77      |      439      |
| Făgăduinţe                          | Traian Dorz | poezie |       14      |       56      |
| Moşteniri                           | Traian Dorz | poezie |       97      |      428      |
| Groază!                             | Traian Dorz | poezie |       35      |      157      |
| Drepturi                            | Traian Dorz | poezie |       44      |      220      |
| Aşteptări                           | Traian Dorz | poezie |       62      |      285      |
| Tot! - în dragostea                 | Traian Dorz | poezie |       35      |      132      |
| Ţinta - cei credincioşi             | Traian Dorz | poezie |       99      |      361      |
| Niciodată nu se                     | Traian Dorz | poezie |       33      |      134      |
| Credinţă - cea                      | Traian Dorz | poezie |       85      |      352      |
| Fericire                            | Traian Dorz | poezie |       38      |      172      |
| Clipa                               | Traian Dorz | poezie |       56      |      258      |
| Înnoire                             | Traian Dorz | poezie |       42      |      187      |
| Legături                            | Traian Dorz | poezie |       42      |      193      |
| Renunţare                           | Traian Dorz | poezie |       39      |      200      |
| Rugăciune                           | Traian Dorz | poezie |       33      |      156      |
| Lepădări                            | Traian Dorz | poezie |       25      |      157      |
| De ce sunt inimile pline?           | Traian Dorz | poezie |       38      |      202      |
| Timpul                              | Traian Dorz | poezie |       41      |      168      |
| Alipire                             | Traian Dorz | poezie |       50      |      216      |
| Temelii                             | Traian Dorz | poezie |       42      |      211      |
| Aşteptare                           | Traian Dorz | poezie |       34      |      155      |
| Graba                               | Traian Dorz | poezie |       43      |      245      |
| Adâncuri                            | Traian Dorz | poezie |       36      |      181      |
| Dacă n-ar fi Veşnicie               | Traian Dorz | poezie |       24      |      136      |
| Astăzi nu mai sunt                  | Traian Dorz | poezie |       64      |      284      |
| Lume - Domnul a grăit               | Traian Dorz | poezie |       55      |      250      |
| Noi fericim acum                    | Traian Dorz | poezie |       27      |      143      |
| Biruinţe                            | Traian Dorz | poezie |       35      |      132      |
| Fiinţele                            | Traian Dorz | poezie |       28      |      132      |
| Întuneric                           | Traian Dorz | poezie |       19      |      117      |
| Năzuinţe                            | Traian Dorz | poezie |       37      |      173      |
| Cântec                              | Traian Dorz | poezie |       19      |      100      |
| Umbră                               | Traian Dorz | poezie |       25      |      125      |
| Încredinţare                        | Traian Dorz | poezie |       49      |      217      |
| Uşa                                 | Traian Dorz | poezie |      191      |      916      |
| Livada                              | Traian Dorz | poezie |      116      |      562      |
| Lucrători                           | Traian Dorz | poezie |       74      |      333      |
| Luna                                | Traian Dorz | poezie |       28      |      129      |
| Locuri                              | Traian Dorz | poezie |       56      |      241      |
| Roade!                              | Traian Dorz | poezie |       40      |      187      |
| La muncă                            | Traian Dorz | poezie |       27      |      109      |
| Primăvară, de ce plângi?            | Traian Dorz | poezie |       31      |      136      |
| Tatăl                               | Traian Dorz | poezie |       12      |       58      |
| Mama - când m-adâncesc              | Traian Dorz | poezie |       14      |       70      |
| Soţia                               | Traian Dorz | poezie |       12      |       56      |
| Fiul                                | Traian Dorz | poezie |       21      |       97      |
| Fiica                               | Traian Dorz | poezie |       17      |       77      |
| Târziu                              | Traian Dorz | poezie |       14      |       92      |
| Când soarele se culcă...            | Traian Dorz | poezie |       9       |       60      |
| La anii răstignirii...              | Traian Dorz | poezie |       29      |      169      |
| Când împrăştie iubirea...           | Traian Dorz | poezie |       19      |       61      |
| Nu te muşcă niciodată               | Traian Dorz | poezie |       14      |       75      |
| Timpul a rămas afară                | Traian Dorz | poezie |       19      |       63      |
| Lume, târg nelegiuit                | Traian Dorz | poezie |       22      |       76      |
| O luntre                            | Traian Dorz | poezie |       24      |       94      |
| Dragoste, cuvânt curat              | Traian Dorz | poezie |       23      |       67      |
| Pe Cine-ntâmpinaţi voi?             | Traian Dorz | poezie |       20      |      101      |
| Doamne, binecuvântează buzele       | Traian Dorz | poezie |       30      |      194      |
| Ca tata altădată                    | Traian Dorz | poezie |       22      |      106      |
| Ca o apă                            | Traian Dorz | poezie |       19      |       79      |
| Dacă mai trăieşte încă              | Traian Dorz | poezie |       25      |      134      |
| Frumoase amintiri                   | Traian Dorz | poezie |       14      |       65      |
| Mergi grăbit                        | Traian Dorz | poezie |       17      |       68      |
| Curând când n-am să fiu             | Traian Dorz | poezie |       29      |      115      |
| Zdrobiţi de truda lungă...          | Traian Dorz | poezie |       11      |       60      |
| Vis - ştiam                         | Traian Dorz | poezie |       21      |       80      |
| O, fraţii mei de astăzi...          | Traian Dorz | poezie |       31      |      164      |
| A fost odată-aici...                | Traian Dorz | poezie |       14      |       61      |
| Nu-s numai slove                    | Traian Dorz | poezie |       24      |      115      |
| O, cântecele-acestea...             | Traian Dorz | poezie |       25      |      155      |
| Revin...                            | Traian Dorz | poezie |       13      |       64      |
| Dacă v-am făcut                     | Traian Dorz | poezie |       19      |       59      |
| De ce când sunt?                    | Traian Dorz | poezie |       18      |       80      |
| Ce dulce doarme                     | Traian Dorz | poezie |       21      |       93      |
| De ce mai chemi?                    | Traian Dorz | poezie |       19      |       84      |
| Câţi plâng...                       | Traian Dorz | poezie |       20      |       85      |
| De ce nu-i veşnică?...              | Traian Dorz | poezie |       20      |       77      |
| Voi toţi cei ce zidiţi              | Traian Dorz | poezie |       25      |       88      |
| De ce nu-şi mută marea...           | Traian Dorz | poezie |       17      |       90      |
| În anii uscăciunii                  | Traian Dorz | poezie |       9       |       50      |
| Copiii mei                          | Traian Dorz | poezie |       42      |      195      |
| O, foc trecut...                    | Traian Dorz | poezie |       20      |      113      |
| Cu zâmbete de bucurie               | Traian Dorz | poezie |       21      |       95      |
| Din caldă dragoste                  | Traian Dorz | poezie |       13      |       56      |
| Eu nu mai am duşmani...             | Traian Dorz | poezie |       26      |      119      |
| Dar conştiinţa?                     | Traian Dorz | poezie |       22      |       88      |
| Cei cu vederea sănătoasă            | Traian Dorz | poezie |       19      |       76      |
| Iubirii neîngăduite                 | Traian Dorz | poezie |       14      |       55      |
| Ca să duci o viaţă sfântă           | Traian Dorz | poezie |       14      |       53      |
| Tu care în această lume             | Traian Dorz | poezie |       36      |      145      |
| Pe cel ce are                       | Traian Dorz | poezie |       32      |       98      |
| Din viaţa pusă                      | Traian Dorz | poezie |       19      |       77      |
| Încă n-am ajuns                     | Traian Dorz | poezie |       20      |       88      |
| Nu pedepsi pe nimeni                | Traian Dorz | poezie |       16      |      105      |
| Mai aspru bate vântul               | Traian Dorz | poezie |       26      |      126      |
| O Doamne, iartă-mi vina             | Traian Dorz | poezie |       21      |       98      |
| Puţine-s zilele                     | Traian Dorz | poezie |       33      |      144      |
| Dac-ai pornit...                    | Traian Dorz | poezie |       25      |      103      |
| Credinţa nu-i numai                 | Traian Dorz | poezie |       35      |      154      |
| Tot ce priveşti                     | Traian Dorz | poezie |       18      |       98      |
| Demult, numai lumină...             | Traian Dorz | poezie |       34      |      154      |
| O Doamne, depărtează-mi...          | Traian Dorz | poezie |       24      |       93      |
| Eu nu-s decât...                    | Traian Dorz | poezie |       20      |       97      |
| Învaţă de la toate                  | Traian Dorz | poezie |       16      |       82      |
| Ce limpede-Ţi văd Chipul            | Traian Dorz | poezie |       19      |       93      |
| Eu mi-am primit răsplata...         | Traian Dorz | poezie |       24      |      116      |
| Prosopul                            | Traian Dorz | poezie |       11      |       61      |
| Traista                             | Traian Dorz | poezie |       21      |       85      |
| Castronul                           | Traian Dorz | poezie |       13      |       67      |
| Mor şi-amintirile odată             | Traian Dorz | poezie |       41      |      193      |
| În grija ascultării mele            | Traian Dorz | poezie |       64      |      278      |
| Să nu Te părăsesc pe Tine!          | Traian Dorz | poezie |       24      |      102      |
| Nu există moarte!                   | Traian Dorz | poezie |       20      |      101      |
| O, nu mai spun...                   | Traian Dorz | poezie |       51      |      296      |
| N-ai drept!                         | Traian Dorz | poezie |       14      |       65      |
| Mai întâi ascultă!                  | Traian Dorz | poezie |       15      |       54      |
| Mai rari mereu...                   | Traian Dorz | poezie |       13      |       55      |
| Aş vrea ca-n focul unic             | Traian Dorz | poezie |       34      |      163      |
| Cântările de Drum                   | Traian Dorz | poezie |       29      |       94      |
| Te-am adâncit                       | Traian Dorz | poezie |       14      |       53      |
| Grăbeşte-te iubire                  | Traian Dorz | poezie |       21      |      137      |
| Ce ne-a-ntărit?                     | Traian Dorz | poezie |       25      |      179      |
| O, iată vine seara                  | Traian Dorz | poezie |       19      |      104      |
| De ce rămâi departe?                | Traian Dorz | poezie |       13      |       93      |
| Cine-ţi va pune?                    | Traian Dorz | poezie |       13      |       97      |
| Când glasul de fiorul               | Traian Dorz | poezie |       20      |       99      |
| Se bucură                           | Traian Dorz | poezie |       13      |       83      |
| Iubirea Ta Isuse                    | Traian Dorz | poezie |       29      |       96      |
| Ispito!                             | Traian Dorz | poezie |       13      |       82      |
| Ţi-aş mulţumi                       | Traian Dorz | poezie |       11      |       64      |
| Încrede-te-n Lumină!                | Traian Dorz | poezie |       19      |      116      |
| O, nu-i de-ajuns!                   | Traian Dorz | poezie |       29      |       98      |
| Pe cei bogaţi...                    | Traian Dorz | poezie |       16      |      136      |
| Nu-ţi este ţie-ngăduit              | Traian Dorz | poezie |       20      |      110      |
| Tu eşti Acela care                  | Traian Dorz | poezie |       19      |      121      |
| Ci parcă numai...                   | Traian Dorz | poezie |       20      |      124      |
| Lumină!                             | Traian Dorz | poezie |       35      |      101      |
| N-auzi tu paşii Lui?                | Traian Dorz | poezie |       47      |      168      |
| Până unde?                          | Traian Dorz | poezie |       10      |       68      |
| Pe cine crezi?                      | Traian Dorz | poezie |       19      |       92      |
| O, vine Dimineaţa!                  | Traian Dorz | poezie |       14      |       95      |
| Te laud Nume Veşnic                 | Traian Dorz | poezie |       14      |       88      |
| O, când mă-ndemni...                | Traian Dorz | poezie |       24      |       88      |
| De ce-ţi iei inima?                 | Traian Dorz | poezie |       29      |      114      |
| Iubirea mea ridică-ţi               | Traian Dorz | poezie |       12      |      109      |
| Prietene, sunt veacuri              | Traian Dorz | poezie |       21      |      132      |
| O, fiii mei, lumina...              | Traian Dorz | poezie |       24      |      148      |
| Măreaţă-i Stânca Sfântă             | Traian Dorz | poezie |       19      |      102      |
| Mi-e veşnică viaţa                  | Traian Dorz | poezie |       29      |      178      |
| De ce te temi de moarte?            | Traian Dorz | poezie |       24      |      169      |
| O, dragi cântări, cu cât            | Traian Dorz | poezie |       34      |      134      |
| Pentru nimic în lume                | Traian Dorz | poezie |       14      |       90      |
| O, noi ne-ndepărtăm...              | Traian Dorz | poezie |       14      |       64      |
| Din zorii zilei mele                | Traian Dorz | poezie |       29      |      144      |
| O, Tu mi-ai dat vederea             | Traian Dorz | poezie |       33      |      116      |
| O, roagă-te!                        | Traian Dorz | poezie |       29      |      128      |
| Eu cred...                          | Traian Dorz | poezie |       34      |      116      |
| Ce poate-un om?...                  | Traian Dorz | poezie |       29      |      103      |
| Tot mai lăuntru                     | Traian Dorz | poezie |       29      |      118      |
| Înalţă-te din tina                  | Traian Dorz | poezie |       24      |      136      |
| Oricine-ai fi                       | Traian Dorz | poezie |       20      |      102      |
| Cum cerul larg                      | Traian Dorz | poezie |       24      |      151      |
| O, cum ştii Tu                      | Traian Dorz | poezie |       19      |       82      |
| De ce-am cântat aşa?                | Traian Dorz | poezie |       19      |       86      |
| Fiindcă am trăit                    | Traian Dorz | poezie |       19      |       67      |
| O, dac-aş şti eu                    | Traian Dorz | poezie |       23      |       92      |
| Ce oare duci?                       | Traian Dorz | poezie |       24      |       97      |
| Răscumpără clipita!                 | Traian Dorz | poezie |       26      |      127      |
| O, Duhul Mângâierii                 | Traian Dorz | poezie |       21      |      142      |
